UserId,MovieId,Pred_rating
1,1172,2.2939248787170783
1,1405,2.642234560511042
1,2193,3.10841423405466
1,2968,3.672044830448719
2,52,2.6941573289302028
2,144,2.6759455178928278
2,248,0.6040751236918283
2,314,4.939580729411931
2,319,3.5828254431270246
2,370,2.6624852281598557
2,371,2.3934552311071506
2,372,2.8623991218231524
2,382,2.7569689794413605
2,405,1.5285446555243425
2,485,2.7309530037824743
2,537,1.3779751619366323
2,550,0.5284674306805535
2,616,3.136574258720124
2,661,3.807891850573771
2,720,3.5543485100470846
3,377,3.549169277473586
3,592,3.610798400286914
3,595,3.5896723106884774
3,736,3.343701958920566
3,1197,4.068075034590011
3,1721,3.329793376931011
3,2716,3.4079238318370932
3,5349,3.611076529114911
3,8636,3.5616533655029485
3,44191,4.251524169015713
3,84236,3.6323388254361233
4,185,3.4064287311354313
4,356,4.199146136259104
4,357,4.338441545086894
4,364,4.53839286758253
4,410,3.544468864103276
4,435,3.2753740616596154
4,440,4.280153916201243
4,442,2.9746637200208355
4,588,4.40447114622247
4,589,4.779300500638676
4,594,4.429487347905628
4,596,4.314923147967736
4,610,3.2415773774767054
4,616,4.4868290208594175
4,919,4.199146136259104
4,1022,4.44833253781875
4,1028,4.927832028404492
4,1032,4.447766413837211
4,1033,3.852905884144718
4,1282,4.40021471117389
4,1334,3.611123775096729
4,1372,3.8695754053470957
4,1580,4.507950462785352
4,1858,3.1261887851282744
4,1967,4.292730627000637
4,2033,4.564675880103927
4,2078,4.586587576486849
4,2081,4.53329649171771
4,2085,4.287262552612958
4,2087,4.389384085166011
4,2094,3.446614439444902
4,2096,4.275820569123862
4,2102,3.7697715639700284
4,2124,3.7965869643538603
4,2141,4.021250666923638
4,2454,3.8261799339074525
4,3034,4.905791063218224
4,3108,4.287276318886263
4,3255,4.685543518421433
4,3263,4.787426159131076
4,4006,4.426443223942712
5,3,3.7924762298872094
5,39,3.4780195782250836
5,104,3.7584262116616856
5,788,3.6577324621125853
5,1247,3.585760042310451
5,1485,3.6696749980461365
5,1544,3.80748585249411
5,1777,3.6964101817877415
5,1997,3.803046299587262
5,2770,2.954705355819852
5,4018,3.122897651223454
5,4025,3.6141306754168547
5,4447,4.008216155966585
5,4718,4.0499466300582085
5,5266,3.825589737323992
5,5995,3.926083691517978
5,6373,3.855399659629762
5,8376,1.7195761576104243
5,30749,2.8690205722172224
